img_path,class_id
126\1111_10.png,126
156\111111111111111111111111111_20.png,156
78\111111_36.png,78
170\11111_0.png,170
25\00025_00020_00028.png,25
67\67_5_8.png,67
160\11_32.png,160
38\00038_00061_00017.png,38
27\1111111111111111111111111_26.png,27
66\111_18.png,66
93\11111_6.png,93
97\97_2_20.png,97
0\05865.png,0
18\00018_00028_00001.png,18
126\126_6_16.png,126
65\111_17.png,65
148\Screenshot 2022-04-03 162941.png,148
73\73_3_9.png,73
75\75_5_28.png,75
183\1111111111_27.png,183
111\111_7_34.png,111
63\1111_12.png,63
183\11111_38.png,183
199\111_9.png,199
100\11111111111_20.png,100
156\1111111111111111111_22.png,156
138\138_5_13.png,138
121\1_2.png,121
103\103_2_24.png,103
130\111111111111111111111111111111111_5.png,130
34\00034_00008_00024.png,34
135\1111111_5.png,135
124\11111_0.png,124
36\00036_00010_00011.png,36
0\11945.png,0
115\115_4_4.png,115
196\1111_22.png,196
73\11_1.png,73
183\111111111111111111_36.png,183
76\76_6_28.png,76
31\00031_00011_00024.png,31
167\1111111_38.png,167
197\197_7_21.png,197
91\1111_25.png,91
119\119_7_29.png,119
53\53_3_17.png,53
0\01501.png,0
156\1111111111111111_1.png,156
1\1111111111_2.png,1
63\63_2_32.png,63
22\00022_00008_00022.png,22
152\1_2.png,152
67\111_1.png,67
52\52_1_12.png,52
13\02488.png,13
37\00037_00002_00002.png,37
183\111_38.png,183
0\10568.png,0
114\114_7_22.png,114
63\63_4_9.png,63
43\43_4_1.png,43
146\111111111_29.png,146
35\02217.png,35
140\11_6.png,140
159\111111111111111111111_17.png,159
154\11111111111_32.png,154
94\94_3_30.png,94
44\1_17.png,44
112\1_19.png,112
178\178_3_6.png,178
175\1111111_19.png,175
30\00030_00001_00015.png,30
133\133_4_17.png,133
133\111111_9.png,133
130\130_1_26.png,130
160\160_4_6.png,160
13\01082.png,13
167\1_0.png,167
49\11111111_32.png,49
123\11_35.png,123
162\111111111111111_9.png,162
0\02336.png,0
46\46_2_20.png,46
54\111_8.png,54
59\111111_1.png,59
93\1111111_3.png,93
68\111_34.png,68
35\06554.png,35
102\111111111111111_0.png,102
99\1111_35.png,99
1\111_33.png,1
138\1111111111111111111111111111111111_30.png,138
145\11_14.png,145
27\11111111111111111111111_5.png,27
82\82_5_29.png,82
164\164_1_5.png,164
44\44_1_14.png,44
166\166_6_35.png,166
23\00023_00011_00027.png,23
153\153_3_21.png,153
31\00031_00005_00027.png,31
27\11111111111111111111_2.png,27
168\168_4_11.png,168
35\00035_00004_00027.png,35
108\108_3_32.png,108
76\1_27.png,76
47\47_1_11.png,47
196\196_3_19.png,196
80\1111_28.png,80
197\11111_34.png,197
130\11_27.png,130
162\111111111111111_19.png,162
18\00018_00023_00021.png,18
124\124_2_38.png,124
157\1111111111111_16.png,157
153\153_4_1.png,153
172\111_0.png,172
66\66_4_0.png,66
12\00012_00017_00022.png,12
147\147_4_13.png,147
162\11111_19.png,162
122\11_29.png,122
87\87_5_11.png,87
159\11111111111111111_38.png,159
27\11111111111111111111_17.png,27
138\111111111111111111111111_1.png,138
145\145_3_5.png,145
15\00799.png,15
130\1111111111111111111111111111111111111111_11.png,130
134\1111_9.png,134
130\11111111111111111111_13.png,130
61\61_7_10.png,61
22\08738.png,22
174\174_4_5.png,174
31\10817.png,31
26\01360.png,26
116\11111111111111_26.png,116
106\106_7_27.png,106
11\00011_00020_00020.png,11
107\107_4_2.png,107
118\11111_38.png,118
45\45_6_13.png,45
139\1111111111111_1.png,139
130\11111111111111111111111111_11.png,130
57\1111_18.png,57
23\00023_00005_00016.png,23
78\11_22.png,78
13\00013_00052_00027.png,13
170\11_17.png,170
127\127_3_30.png,127
186\11111111111111_12.png,186
109\1111_12.png,109
116\1111111_12.png,116
17\00017_00023_00023.png,17
94\94_3_11.png,94
132\132_1_37.png,132
158\11111111_37.png,158
128\1111_24.png,128
77\77_2_32.png,77
164\164_6_29.png,164
28\00028_00000_00026.png,28
7\201_1_9.png,7
29\00029_00007_00027.png,29
140\140_7_4.png,140
68\11_1.png,68
183\183_6_0.png,183
102\102_2_32.png,102
130\11111111111111111111111111111111111111_38.png,130
64\64_6_20.png,64
4\11111111_10.png,4
123\123_1_8.png,123
177\177_4_30.png,177
64\11_16.png,64
76\76_6_11.png,76
157\157_7_14.png,157
185\1111111111111111111111111111111_37.png,185
185\11111_19.png,185
129\111111_21.png,129
0\06672.png,0
57\1111_2.png,57
34\01691.png,34
65\1111_11.png,65
159\1111111111_9.png,159
1\116_3_3.png,1
189\111_34.png,189
185\11_35.png,185
138\111111111111111_25.png,138
0\03121.png,0
100\11111111111111_35.png,100
23\05736.png,23
148\148_5_18.png,148
18\00018_00015_00029.png,18
4\111111111_14.png,4
19\00019_00000_00013.png,19
83\83_5_27.png,83
45\45_0_11111111_28.png,45
154\1111111111111_6.png,154
44\44_3_28.png,44
123\11_30.png,123
107\107_7_20.png,107
128\128_3_19.png,128
91\91_6_29.png,91
135\11_17.png,135
143\1_34.png,143
120\120_7_28.png,120
84\84_1_10.png,84
156\156_5_22.png,156
13\02089.png,13
173\173_4_21.png,173
89\11_5.png,89
92\111111111111111111111111_9.png,92
98\98_5_37.png,98
141\141_6_36.png,141
99\99_1_12.png,99
185\185_5_21.png,185
76\76_3_30.png,76
67\11111_37.png,67
180\180_2_4.png,180
146\1111111111_25.png,146
60\1111111_27.png,60
156\1111111111111111111_25.png,156
59\59_7_20.png,59
31\00031_00017_00025.png,31
138\1111111_38.png,138
130\11111111111111111111_26.png,130
57\57_6_11.png,57
189\1111111111_19.png,189
148\148_2_1111_9.png,148
130\11111111111111_38.png,130
27\111111111111111111111_8.png,27
196\11_11.png,196
103\1111_38.png,103
110\110_3_26.png,110
162\162_3_21.png,162
30\00030_00014_00004.png,30
152\111111111111111111111111111_19.png,152
115\1111111111_10.png,115
110\110_6_9.png,110
0\00002_00049_00025.png,0
74\11111_5.png,74
152\Screenshot 2022-04-03 164047.png,152
159\11111111111111111111111111_21.png,159
149\111_28.png,149
41\00041_00007_00024.png,41
161\1111111_21.png,161
156\156_6_0.png,156
138\138_3_9.png,138
2\11111111111_25.png,2
25\00025_00034_00028.png,25
165\1_18.png,165
168\Screenshot 2022-04-05 151908.png,168
182\182_7_35.png,182
117\11_26.png,117
130\111111111111111111111111111111111111111_35.png,130
75\75_5_26.png,75
10\00974.png,10
50\1_0.png,50
111\11111_29.png,111
102\11111111111_9.png,102
124\124_2_35.png,124
175\175_6_33.png,175
84\1111_16.png,84
29\29_3_0.png,29
25\00025_00033_00020.png,25
162\Screenshot 2022-04-04 172157.png,162
40\00040_00010_00009.png,40
156\156_3_25.png,156
112\11111_35.png,112
138\111111111111111111111111111111111_20.png,138
146\11111111111_14.png,146
150\1111_14.png,150
126\111111_25.png,126
0\003_1_0050.png,0
26\00026_00006_00029.png,26
48\111111_26.png,48
169\169_6_10.png,169
58\58_5_13.png,58
